x,close
2016-12-30,11.3
2016-12-29,11.25
2016-12-28,11.39
2016-12-27,11.16
2016-12-26,11.27
2016-12-23,11.08
2016-12-22,11.08
2016-12-21,11.25
2016-12-20,11.27
2016-12-19,11.41
2016-12-16,11.18
2016-12-15,11.34
2016-12-14,11.12
2016-12-13,10.84
2016-12-12,10.74
2016-12-09,11.01
2016-12-08,10.67
2016-12-07,10.7
2016-12-06,10.65
2016-12-05,10.67
2016-12-02,10.73
2016-12-01,10.97
2016-11-30,10.76
2016-11-29,10.71
2016-11-28,10.8
2016-11-25,10.72
2016-11-24,10.67
2016-11-23,10.65
2016-11-22,10.75
2016-11-21,10.59
2016-11-18,10.57
2016-11-17,10.69
2016-11-16,10.75
2016-11-15,10.61
2016-11-14,10.58
2016-11-11,10.53
2016-11-10,10.5
2016-11-09,10.29
2016-11-08,10.44
2016-11-07,10.45
2016-11-04,10.42
2016-11-03,10.38
2016-11-02,10.3
2016-11-01,10.42
2016-10-31,10.33
2016-10-28,10.36
2016-10-27,10.46
2016-10-26,10.53
2016-10-25,10.6
2016-10-24,10.59
2016-10-21,10.49
2016-10-20,10.55
2016-10-19,10.47
2016-10-18,10.52
2016-10-17,10.35
2016-10-14,10.43
2016-10-13,10.44
2016-10-12,10.46
2016-10-11,10.48
2016-10-10,10.48
2016-09-30,10.19
2016-09-29,10.17
2016-09-28,10.17
2016-09-27,10.21
2016-09-26,10.16
2016-09-23,10.35
2016-09-22,10.4
2016-09-21,10.4
2016-09-20,10.38
2016-09-19,10.45
2016-09-14,10.31
2016-09-13,10.38
2016-09-12,10.37
2016-09-09,10.67
2016-09-08,10.74
2016-09-07,10.69
2016-09-06,10.7
2016-09-05,10.62
2016-09-02,10.61
2016-09-01,10.6
2016-08-31,10.69
2016-08-30,10.65
2016-08-29,10.67
2016-08-26,10.64
2016-08-25,10.63
2016-08-24,10.73
2016-08-23,10.76
2016-08-22,10.72
2016-08-19,10.93
2016-08-18,10.91
2016-08-17,10.87
2016-08-16,10.87
2016-08-15,10.86
2016-08-12,10.65
2016-08-11,10.51
2016-08-10,10.7
2016-08-09,10.77
2016-08-08,10.63
2016-08-05,10.51
2016-08-04,10.58
2016-08-03,10.53
2016-08-02,10.57
2016-08-01,10.47
2016-07-29,10.68
2016-07-28,10.79
2016-07-27,10.89
2016-07-26,11.44
2016-07-25,11.35
2016-07-22,11.19
2016-07-21,11.23
2016-07-20,11.35
2016-07-19,11.27
2016-07-18,11.25
2016-07-15,11.32
2016-07-14,11.34
2016-07-13,11.36
2016-07-12,11.28
2016-07-11,11.21
2016-07-08,11.22
2016-07-07,11.46
2016-07-06,11.35
2016-07-05,11.03
2016-07-04,10.92
2016-07-01,10.63
2016-06-30,10.73
2016-06-29,10.6
2016-06-28,10.61
2016-06-27,10.42
2016-06-24,10.24
2016-06-23,10.43
2016-06-22,10.56
2016-06-21,10.42
2016-06-20,10.49
2016-06-17,10.52
2016-06-16,10.49
2016-06-15,10.61
2016-06-14,10.35
2016-06-13,10.28
2016-06-08,10.82
2016-06-07,11.0
2016-06-06,10.82
2016-06-03,10.85
2016-06-02,10.93
2016-06-01,10.71
2016-05-31,10.75
2016-05-30,10.32
2016-05-27,10.39
2016-05-26,10.44
2016-05-25,10.25
2016-05-24,10.25
2016-05-23,10.4
2016-05-20,10.31
2016-05-19,10.23
2016-05-18,10.21
2016-05-17,10.57
2016-05-16,10.6
2016-05-13,10.52
2016-05-12,10.59
2016-05-11,10.63
2016-05-10,10.76
2016-05-09,10.66
2016-05-06,11.36
2016-05-05,11.13
2016-05-04,11.11
2016-05-03,11.08
2016-04-29,10.83
2016-04-28,10.95
2016-04-27,10.72
2016-04-26,10.75
2016-04-25,10.7
2016-04-22,10.93
2016-04-21,10.72
2016-04-20,10.88
2016-04-19,11.47
2016-04-18,11.47
2016-04-15,11.74
2016-04-14,11.83
2016-04-13,11.75
2016-04-12,11.52
2016-04-11,11.67
2016-04-08,11.2
2016-04-07,11.4
2016-04-06,11.6
2016-04-05,11.58
2016-04-01,11.25
2016-03-31,11.38
2016-03-30,11.35
2016-03-29,10.96
2016-03-28,11.24
2016-03-25,11.38
2016-03-24,11.27
2016-03-23,11.61
2016-03-22,11.48
2016-03-21,11.7
2016-03-18,11.45
2016-03-17,11.08
2016-03-16,10.8
2016-03-15,11.15
2016-03-14,11.01
2016-03-11,10.66
2016-03-10,10.17
2016-03-09,10.26
2016-03-08,10.54
2016-03-07,10.58
2016-03-04,10.34
2016-03-03,10.73
2016-03-02,10.75
2016-03-01,10.22
2016-02-29,10.0
2016-02-26,10.64
2016-02-25,10.55
2016-02-24,11.72
2016-02-23,11.72
2016-02-22,11.96
2016-02-19,11.68
2016-02-18,11.68
2016-02-17,11.75
2016-02-16,11.69
2016-02-15,11.2
2016-02-05,11.35
2016-02-04,11.68
2016-02-03,11.12
2016-02-02,11.22
2016-02-01,10.71
2016-01-29,11.08
2016-01-28,10.62
2016-01-27,10.75
2016-01-26,10.71
2016-01-25,11.81
2016-01-22,11.68
2016-01-21,11.52
2016-01-20,12.0
2016-01-19,12.28
2016-01-18,11.85
2016-01-15,11.52
2016-01-14,12.07
2016-01-13,11.59
2016-01-12,11.98
2016-01-11,11.77
2016-01-08,12.87
2016-01-07,12.68
2016-01-06,14.04
2016-01-05,13.72
2016-01-04,14.23
